List,ID,Time,Word,Translation
N3\N3_07,1006570,638523261477021064,せめて,"at least, at most, (even) just"
N3\N3_07,1606000,638523261662489012,"夜更かし, よふかし, 夜更し, 夜ふかし","staying up late, keeping late hours, sitting up late at night, nighthawk"
N3\N3_07,1372800,638523262278462994,"随分, ずいぶん, ずい分, 隨分","very, extremely, surprisingly, considerably, awfully, terribly, மிகவும், ரொம்ப, மிக, , terrible, horrid, contemptible, reprehensible, remarkable, extraordinary"
N3\N3_07,1557950,638523262580927458,"暦, こよみ, れき","calendar, almanac, நாட்காட்டி"
N4\N4_01,1044830,638446572135792132,クリスマス,"Christmas, கிசிமிசி, கிறிஸ்மஸ், கிறித்துமசு, கிறிஸ்துமஸ், நத்தார்"
N4\N4_01,1362290,638446572273738831,"新年, しんねん","New Year, புதிய வருடம், , புத்தாண்டு"
N4\N4_01,1377030,638446572425358298,"正月, しょうがつ","New Year (esp. first three days), சப்பானியப் புத்தாண்டு, , first month of the year, January"
N4\N4_01,1012980,638446572991543378,"遣る, やる, 行る","to do, to undertake, to perform, to play (a game), to study, , to send, to dispatch, to despatch, to put, to move, to turn (one's head, glance, etc.), to give (esp. to someone of equal or lower status), to let have, to present, to bestow, to confer, to make (a vehicle) go faster, to run (a business), to keep, to be engaged in, to practice (law, medicine, etc.), to practise, to have (food, drink, etc.), to eat, to drink, to smoke, to hold (a performance), to show, to ease (one's mind), to harm, to injure, to kill, to have sex, to fuck, to bang, to live, to get by, to get along, to do ... completely, to do ... broadly, to do ... to a great distance, to do ... for (someone of equal or lower status), to make active efforts to ..."
N4\N4_01,1516925,638446573354822298,"方, かた","direction, way, விதம், , person, lady, gentleman, method of, manner of, way of, care of ..., person in charge of ..., side (e.g. ""on my mother's side"")"
N4\N4_01,2016170,638446573455478125,"飲み会, のみかい","drinking party, get-together"
N4\N4_01,1604130,638446573555043785,"祭り, まつり, 祭","festival, feast, , harassment by an Internet pitchfork mob, online shaming, flaming, galore (as in ""goals galore""), frenzy, mania"
N4\N4_01,1262530,638446573676866594,"厳しい, きびしい, 酷しい","severe, strict, rigid, unsparing, relentless, கண்டிப்பான, , hard (to do), difficult, tricky, intense (e.g. cold), harsh (weather), inclement"
N4\N4_01,1252560,638446573825505560,"軽い, かるい, かろい","light (i.e. not heavy), feeling light (i.e. offering little resistance, moving easily), , light (i.e. of foot), effortless, nimble, agile, non-serious, minor, unimportant, trivial, slight, small, gentle, soft, easy, lighthearted (e.g. joke), simple, indiscriminate"
N4\N4_01,1335750,638446573905587449,"重い, おもい","heavy, weighty, கனமான, , heavy (feeling), depressed, gloomy, blue, uneasy, slow, sluggish, lumbering, ponderous, clumsy, important (position, responsibility, etc.), serious, grave, serious (punishment, illness, etc.), severe, critical, solid, established, dignified, sensible"
N4\N4_01,1082850,638446574000043255,デザート,"dessert, இனிப்பு-விருந்துக்குப் பின், , desert"
N4\N4_01,1067080,638446574123632462,"スイート, スウィート, スィート","sweet (flavour), , sweet (of alcohol), sweet (e.g. melody), pleasant (e.g. atmosphere), pleasing, delightful, suite (of rooms)"
N4\N4_01,2087950,638446574231323012,"わあ, わあっ, わっ","wow!, oh!, eek!, gee!, , yeah!, alright!, hurray!, waah!, boohoo!"
N4\N4_01,2029110,638446574456316874,"な, なあ, なー, なぁ","don't, , do, hey, listen, look, say, now, ..., well, ..., I tell you!, you know, wow, ooh, right?, isn't it?, doesn't it?, don't you?, don't you think?"
N4\N4_01,1374550,638446574627352619,"凄い, すごい, スゴイ, スゴい","terrible, dreadful, , amazing (e.g. of strength), great (e.g. of skills), wonderful, terrific, to a great extent, vast (in numbers), awfully, very, immensely"
N4\N4_01,2272830,638446574695259385,"凄く, すごく","awfully, very, immensely, மிகவும், ரொம்ப, மிக"
N4\N4_01,1175170,638446574829723556,"駅前, えきまえ",in front of a station
N4\N4_01,1589040,638446574989512477,"遅れる, おくれる, 後れる","to be late, to be delayed, to fall behind schedule, to be overdue, , to fall behind (in a race, one's studies, etc.), to lag behind, to be behind (the times), to be bereaved of, to be preceded by (someone) in death, to be slow (of a clock or watch)"
N4\N4_01,1467620,638446575113523049,"濡れる, ぬれる, 濡る",to get wet
N4\N4_01,1593670,638446575278743083,"探す, さがす, 捜す","to search for, to look for, to hunt for, to seek, தேடு, தேடி பார், , to search (a house, pocket, etc.), to search through, to rummage in (e.g. a drawer), to fish around"
N4\N4_01,1604570,638446575388915969,"見つける, みつける, 見付ける, 見附ける, 見附る, みっける","to discover, to find (e.g. an error in a book), to come across, to detect, to spot, , to locate, to find (e.g. something missing), to find fault, to be used to seeing, to be familiar with"
N4\N4_01,1004880,638446575493608630,こんな,"this sort of, this kind of, like this, such"
N4\N4_01,1007130,638446575659481729,そんな,"such, that sort of, that kind of, like that, , no way!, never!"
N4\N4_01,1000590,638446575802039473,あんな,"that sort of, that kind of, like that, such, so"
N4\N4_01,1340450,638446575987744554,"出来る, できる, 出きる, 出來る","to be able (in a position) to do, to be up to the task, , to be ready, to be completed, to be made, to be built, to be good at, to be permitted (to do), to become intimate, to take up (with someone), to grow, to be raised, to become pregnant"
N4\N4_01,1605630,638446576090682076,"柔らかい, やわらかい, 軟らかい, 柔かい","soft, tender, pliant, supple, limber, limp, , gentle, mild, mellow, informal, light, flexible (e.g. thinking)"
N4\N4_01,1257110,638446576296223425,"硬い, かたい, 固い, 堅い, 緊い","hard, solid, tough, , stiff, tight, wooden, unpolished (e.g. writing), strong, firm (not viscous or easily moved), safe, steady, honest, steadfast, obstinate, stubborn, bookish, formal, stuffy"
N4\N4_01,1195970,638446576645035276,"過ぎる, すぎる","to pass through, to pass by, to go beyond, கடந்த, , to pass (of time), to elapse, to have expired, to have ended, to be over, to exceed, to surpass, to be above, to be no more than ..., to be excessive, to be too much"
N4\N4_01,1296970,638446576825514886,"財布, さいふ","purse, handbag, wallet, பணப்பை"
N4\N4_01,1326980,638446576961277462,"取る, とる","to take, to pick up, to grab, to catch, எடு, கொள், , to pass, to hand, to give, to get, to obtain, to acquire, to win, to receive, to earn, to take (e.g. a vacation), to adopt (a method, proposal, etc.), to take (a measure, attitude, etc.), to choose, to remove, to get rid of, to take off, to take away, to steal, to rob, to eat, to have (e.g. lunch), to take (e.g. vitamins), to pick (e.g. flowers), to gather, to extract (e.g. juice), to catch (e.g. fish), to harvest (a crop), to take up (time, space), to occupy, to spare, to set aside, to secure, to reserve, to save, to put aside, to keep, to take (e.g. a joke), to interpret, to understand, to make out, to grasp, to record, to take down, to subscribe to (e.g. a newspaper), to buy, to order, to have delivered, to charge, to fine, to take (tax), to take (e.g. a wife), to take on (e.g. an apprentice), to accept, to compete (in sumo, cards, etc.), to play"
N4\N4_01,1229840,638446577061644446,"泣く, なく, 哭く","to cry, to weep, to sob, to howl, அழு, , அழுகை"
N4\N4_01,1077360,638446577137895639,"チーム, ティーム",team
N4\N4_01,1219510,638446577361699431,"嬉しい, うれしい","happy, glad, pleased, delighted, overjoyed, மகிழ்ச்சி, , joyful, delightful, gratifying, pleasant"
N4\N4_01,1483190,638446577542928264,"悲しい, かなしい, 哀しい, 愛しい","sad, miserable, unhappy, sorrowful, துயரார்ந்த, , lamentable, deplorable, grievous"
N4\N4_01,1222590,638446577666441400,"気分, きぶん","feeling, mood"
N4\N4_01,1869690,638446577815593975,"気分がいい, きぶんがいい, 気分が良い, 気分がよい, きぶんがよい",feel good (pleasant)
N4\N4_01,2211600,638446577916925213,"気分が悪い, きぶんがわるい, 気分がわるい","feel sick, feel unwell"
N4\N4_01,1299680,638446577995366717,"皿, さら, 盤","plate, dish, platter, disc, தட்டு, , serving, helping, course, kanji radical 108 (at the bottom)"
N4\N4_01,1302090,638446578090966067,"参加, さんか","participation, joining, entry"
N4\N4_01,2799580,638446578262234283,"高橋財政, たかはしざいせい",fiscal and monetary policies of Takahashi Korekiyo in the 1930s
N4\N4_01,2241930,638446578373088234,"木村蜘蛛, きむらぐも, キムラグモ",Heptathela kimurai (species of burrowing spider)
N4\N4_01,1429060,638446578703274150,"調べる, しらべる","to examine, to look up, to investigate, to check up, to sense, to study, to inquire, to search"
N4\N4_02,1347310,638446579376653711,"商品, しょうひん","commodity, article of commerce, goods, stock, merchandise, பொருட்கள்"
N4\N4_02,1511790,638446579590884213,"片付ける, かたづける, 片づける","to tidy up, to put in order, to straighten up, to put away, , to settle (problem), to clear (dispute), to finish, to bring something to an end, to marry off (e.g. a daughter), to do away with someone, to bump someone off"
N4\N4_02,1511770,638446579620873686,"片付く, かたづく, 片づく","to be put in order, to be put to rights, , to be disposed of, to be solved, to be finished, to be married (off)"
N4\N4_02,1369900,638446579910418895,"塵, ごみ, 芥, ゴミ, あくた","rubbish, trash, garbage, refuse"
N4\N4_02,1469570,638446580045154964,"燃える, もえる","to burn, to get fired up, எரி"
N4\N4_02,2842183,638446580179110505,"燃えるゴミ, もえるゴミ, 燃えるごみ, もえるごみ","burnable garbage, burnable waste"
N4\N4_02,2842184,638446580384878514,"燃えないゴミ, もえないゴミ, 燃えないごみ, もえないごみ","nonburnable garbage, nonflammables"
N4\N4_02,1378640,638446580561031056,"生ゴミ, なまごみ, 生ごみ, 生塵, 生芥","kitchen waste, food scraps, raw garbage"
N4\N4_02,1397030,638446580710473154,"粗大ごみ, そだいごみ, 粗大ゴミ, 粗大塵, そだいゴミ","large-size refuse (e.g. furniture, electrical goods), oversized garbage, bulky rubbish, , useless man about the house, husband who is retired and considered a nuisance"
N4\N4_02,1311530,638446580804309649,"紙, かみ","paper, காகிதம், , தாள்"
N4\N4_02,1214540,638446581124153250,"缶, かん, 罐, 鑵, カン","can, tin, கன்னல், , canned food"
N4\N4_02,1491120,638446581288193834,"瓶, びん, 壜, 罎, ビン","bottle, jar, decanter, flagon, phial, vial, புட்டி"
N4\N4_02,1322320,638446581531572587,"捨てる, すてる, 棄てる","to throw away, to cast away, to dump, to discard, தூக்கி எறியுங்கள், , to abandon, to desert, to leave, to give up, to resign"
N4\N4_02,1411070,638446581691620933,"袋, ふくろ, 嚢","bag, sack, pouch, பை, , skin of an orange (and other like fruits), dead end, plot of land surrounded by water"
N4\N4_02,2106370,638446581838985385,"ゴミ袋, ゴミぶくろ, ごみ袋, 塵袋, 芥袋, ごみぶくろ",garbage bag
N4\N4_02,1555300,638446581952922686,"緑, みどり, 翠, 綠","green, பச்சை, , greenery, verdure"
N4\N4_02,1035860,638446582436348844,オレンジ,"orange (fruit, colour), ஆரஞ்சு, சர்க்கரை நாரத்தை"
N4\N4_02,1107140,638446582502467554,ピンク,"pink, இளஞ்சிவப்பு, , erotic (usually used in relation to the sex industry), blue, pornographic"
N4\N4_02,1465610,638446582626154305,"入れる, いれる, 容れる, 函れる","to put in, to let in, to take in, to bring in, to insert, to install (e.g. software), to set (a jewel, etc.), to ink in (e.g. tattoo), , to admit, to accept, to employ, to hire, to comply, to grant, to adopt (a policy, etc.), to take (advice, etc.), to listen to, to pay attention to, to include, to pay (one's rent, etc.), to cast (a vote), to make (tea, coffee, etc.), to turn on (a switch, etc.), to send (a fax), to call"
N4\N4_02,1362890,638446582852564893,"申し込む, もうしこむ, 申込む, 申しこむ","to apply for, to make an application, to propose (marriage), to offer (mediation), to make an overture (of peace), to challenge, to lodge (objections), to request (an interview), to subscribe for, to book, to reserve"
N4\N4_02,1338010,638446584033370610,"出し殻, だしがら",grounds (of tea and coffee)
N4\N4_02,1355850,638446584275932265,"場所, ばしょ","place, location, spot, position, இடம், , room, space, basho, wrestling tournament"
N4\N4_02,1421840,638446584430236831,"置き場, おきば, 置場","place to put something, storage space, storehouse, depository, repository, shed, yard"
N4\N4_02,1180570,638446584572498558,"横, よこ, ヨコ","horizontal (as opposed to vertical), lying down, கிடைமட்ட, , side-to-side (as opposed to front-to-back), width, breadth, side (of a box, etc.), beside, aside, next to, unconnected"
N4\N4_02,1242350,638446584811256884,"近所, きんじょ","neighbourhood, neighborhood, சூழ்வட்டாரம்"
N4\N4_02,1582300,638446584988630215,"等, など, 抔","et cetera, etc., and the like, and so forth, போன்றவை, , or something, the likes of, for example, for instance, for one"
N4\N4_02,1158880,638446585124290416,"違う, ちがう","to differ (from), to be different, to be distinct, to be unlike, to vary, to disagree (with), இல்லை, , to be wrong, to be incorrect, to be mistaken, to become abnormal, to go wrong, isn't it?, wasn't it?"
N4\N4_02,1426920,638446585239148634,"駐車場, ちゅうしゃじょう","parking lot, car park, carpark, parking garage, வாகன நிறுத்துமிடம்"
N4\N4_02,1426910,638446585327856846,"駐車, ちゅうしゃ",parking (a vehicle)
N4\N4_02,1585650,638446585424359127,"箱, はこ, 函, 匣, 筥, 筐, 凾, ハコ","box, case, chest, package, pack, crate, பெட்டி, , car (of a train, etc.), shamisen case, public building, community building, man who carries a geisha's shamisen, receptacle for human waste, feces (faeces), counter for boxes (or boxed objects)"
N4\N4_02,1005010,638446585564548751,"ゴミ箱, ゴミばこ, ごみ箱, 護美箱, 塵箱, 芥箱, ごみばこ","garbage can, rubbish bin, trash can, dustbin"
N4\N4_02,1505120,638446585662515982,"文化, ぶんか","culture, civilization, civilisation, பண்பாடு, கலாச்சாரம், , Bunka era (1804.2.11-1818.4.22)"
N4\N4_02,1193420,638446585816106970,"歌舞伎, かぶき, 歌舞妓","kabuki, traditional form of drama and music performed by male actors wearing makeup mainly in white and red"
N4\N4_02,1470120,638446586089271964,"能, のう","talent, gift, function, நோ, , noh (theatre)"
N4\N4_02,1172660,638446586256215832,"運ぶ, はこぶ","to carry, to transport, to move, to convey, ஏந்திச்செல், , to come, to go, to wield (a tool, etc.), to use, to go (well, etc.), to proceed, to progress"
N4\N4_02,1422050,638446586377446812,"遅刻, ちこく","lateness, tardiness, arriving late"
N4\N4_02,1169340,638446586553821348,"引っ越す, ひっこす, 引越す, 引き越す, 引っこす, ひきこす","to move (house), to change residence"
N4\N4_02,1601880,638446586760990265,"引っ越し, ひっこし, 引越, 引越し","moving (dwelling, office, etc.), changing residence"
N4\N4_02,1194660,638446586857013868,"花見, はなみ","cherry blossom viewing, flower viewing, ஹனமி"
N4\N4_02,2214260,638446587527861115,"上野戦争, うえのせんそう","Battle of Ueno (battle of the Boshin war; 1868)"
N4\N4_02,1250690,638446587854239346,"携帯電話, けいたいでんわ","mobile telephone, cellular telephone, நகர்பேசி, செல்லிடத் தொலைபேசி"
N4\N4_02,1557110,638446588120132109,"冷蔵庫, れいぞうこ","refrigerator, fridge, குளிர்சாதனப் பெட்டி"
N4\N4_02,1056230,638446588267497179,サイン,"autograph, signature, செவ்வளை, , sign, signal, indication"
N4\N4_02,1269130,638446588433819052,"呉れる, くれる","to give, to let (one) have, , to do for one, to take the trouble to do, to do to someone's disadvantage"
N4\N4_02,1217070,638446588639582976,"玩具, おもちゃ, 翫具, がんぐ, オモチャ","toy, பொம்மை, , (person or thing treated as a) plaything"
N4\N4_02,1328190,638446588783240012,"手伝う, てつだう, 手つだう","to help, to assist, to aid, உதவு, , to contribute to, to be a factor in"
N4\N4_02,1172830,638446589059439677,"運転, うんてん","operation (of a machine), running, working, ஓட்டு, , driving (a vehicle), use (of capital, funds, etc.), management, investment"
N4\N4_02,1172870,638446589097605843,"運転手, うんてんしゅ","driver, chauffeur, ஓட்டுபவர்"
N4\N4_03,2036870,638575809434423365,"お願い, おねがい, 御願い","request, favour (to ask), wish, கோரிக்கை, , please"
N4\N4_03,1040380,638575809434423571,"硝子, ガラス","glass, pane, கண்ணாடி"
N4\N4_03,1362390,638575809434423660,"新聞紙, しんぶんし, しんぶんがみ","newsprint, newspaper used for wrapping, packing, etc."
N4\N4_03,1584060,638575809434423684,"包む, つつむ, 裹む","to wrap up, to pack, to bundle, to do up, , to cover, to envelop, to shroud, to engulf, to conceal (a feeling), to hide, to give (money in an envelope; as a wedding gift, funeral offering, etc.)"
N4\N4_03,1208020,638575809434423758,"割れる, われる, 破れる","to break, to be smashed, , to split, to crack, to fissure, to be torn, to be divided (opinion, vote, etc.), to split (e.g. of a party), to come to light, to become clear, to be identified, to be revealed, to become distorted (of sound), to clip, to be divisible (without a remainder), to drop below a minimum"
N4\N4_03,1479890,638575809434423793,"半分, はんぶん","half, அரை"
N4\N4_03,1554640,638575809434423813,"量, りょう","quantity, amount, volume, capacity, portion (of food), , generosity, magnanimity, tolerance, pramana, means by which one gains accurate and valid knowledge (in Indian philosophy)"
N4\N4_03,1103450,638575809434423830,パンフレット,"brochure, pamphlet"
N4\N4_03,1154860,638575809434423854,"案内, あんない, あない","guidance, leading (the way), showing around, தகவல், , information, notice, notification, announcement (of one's arrival), invitation, acquaintance, knowledge"
N4\N4_03,1416700,638575809434423924,"棚, たな","shelf, ledge, rack, அடுக்கம், அடுக்கு, , trellis"
N4\N4_03,1344200,638575809434423943,"書類, しょるい","document, papers, பத்திரம்"
N4\N4_03,1725390,638575809434423962,"この儘, このまま, 此の儘","as is, as it is, as things are, like this, this way, at this rate"
N4\N4_03,1406030,638575809434423980,"其のまま, そのまま, その儘, 其の儘, 其儘, そのまんま","without change, as is, , just like, extremely similar, immediately, just after, without a pause"
N4\N4_03,1050590,638575809434423998,コピー,"copy, photocopy, , book jacket blurb, (advertising) slogan"
N4\N4_03,2136860,638575809434424017,"コピー機, コピーき","copier, copy machine, photocopier"
N4\N4_03,1143920,638575809434424030,ルール,rule
N4\N4_03,1483070,638575809434424048,"彼, かれ","he, him, அவன், , boyfriend"
N4\N4_03,1483150,638575809434424078,"彼女, かのじょ","she, her, , girlfriend"
N4\N4_03,1558920,638575809434424103,"恋人, こいびと","lover, sweetheart, boyfriend, girlfriend"
N4\N4_03,1543630,638575809434424122,"予報, よほう","forecast, prediction"
N4\N4_03,1438770,638575809434424140,"天気予報, てんきよほう","weather forecast, weather report, வானிலை முன்னறிவிப்பு"
N4\N4_03,1543070,638575809434424161,"予習, よしゅう",preparation for a lesson
N4\N4_03,1500800,638575809434424180,"復習, ふくしゅう","review (of learned material), revision"
N4\N4_03,1543750,638575809434424202,"予約, よやく","reservation, appointment, booking, advance order, தனி ஒதுக்கீடு, , contract, subscription, pledge, programming (e.g. a device), setting (e.g. a timer)"
N4\N4_03,1367010,638575809434424223,"人気, にんき","popularity, public favor, , condition (e.g. market), tone, character, nature"
N4\N4_03,1215260,638575809434424241,"間に合う, まにあう, 間にあう","to be in time (for), , to serve (suit, meet) the purpose, to be good enough, to be enough, to manage, to make do"
N4\N4_03,1474720,638575809434424260,"博物館, はくぶつかん","museum, அருங்காட்சியகம்"
N4\N4_03,1443000,638575809434424276,"電気, でんき","electricity, மின்சாரம், , (electric) light"
N4\N4_03,1104720,638575809434424294,ビザ,"visa, விசா"
N4\N4_03,1101510,638575809434424313,パスポート,"passport, கடவுச்சீட்டு, , கடவுச் சீட்டு"
N4\N4_03,1201260,638575809434424333,"海外, かいがい","foreign, abroad, overseas"
N4\N4_03,1165670,638575809434424352,"一杯, いっぱい, １杯, 一盃","one cup (of), one glass (of), one bowl (of), cupful, glassful, bowlful, spoonful, முழு, , one drink (of alcohol), full, filled (with), brimming (with), crowded, packed, fully, to capacity, to the maximum, as much as possible, a lot, many, all of ..., the entire ..., one (squid, octopus, crab, etc.), one (boat)"
N4\N4_03,1254760,638575809434424368,"結構, けっこう","splendid, nice, wonderful, delightful, lovely, excellent, fine, நல்ல, , sufficient, satisfactory, enough, all right, OK, not needing (any more of something), (already) having enough, fine (as in ""I'm fine""), no, thank you, rather, quite, fairly, pretty, surprisingly, quite a bit, fairly well, structure, construction, framework, architecture"
N4\N4_03,1383310,638575809434424414,"赤ん坊, あかんぼう, 赤んぼ, 赤んぼう, あかんぼ","baby, infant, குழந்தை"
N4\N4_03,1131990,638575809434424438,ミルク,"milk, பால்"
N4\N4_03,1200220,638575809434424457,"怪我, けが, ケガ","injury, wound, புண், காயம், , mistake, accident, loss"
N4\N4_03,1382370,638575809434424473,"昔, むかし","olden days, former, பழைய நாட்கள்"
N4\N4_03,1576900,638575809434424491,"音, おと, ね, おん","sound, noise, report, ஒலி, சத்தம், , note, fame, Chinese-derived character reading"
N4\N4_03,1380440,638575809434424534,"声, こえ, 聲","voice, குரல், , singing (of a bird), chirping (of an insect), hoot, opinion (as expressed in words), view, wish, attitude, will, sound, sense (of something's arrival), feeling, voiced sound"
N4\N4_03,1583720,638575809434424553,"風邪, かぜ, ふうじゃ","(common) cold, influenza, flu, ague, inflammatory respiratory system illness (in general), தடிமன்"
N4\N4_03,1259140,638575809434424573,"見える, みえる","to be seen, to be visible, to be in sight, , to look, to seem, to appear, to come"
N4\N4_03,1591150,638575809434424592,"聞こえる, きこえる, 聞える, 聴こえる, 聴える","to be heard, to be audible, to reach one's ears, , to sound (like), to come across (as), to be well known, to be famous, to accept (someone's words), to agree, to understand"
N4\N4_03,1605150,638575809434424610,"申込書, もうしこみしょ, 申し込み書","(written) application, application form"
N4\N4_03,2304550,638575809434424630,"スマートフォン, スマートホン, スマート・フォン, スマート・ホン","smartphone, smart phone, நுண்ணறி பேசி, , திறன்பேசி"
N4\N4_03,1027180,638575809434424647,エアコン,"air conditioner, air conditioning, aircon"
N4\N4_03,1013970,638575809434424667,アイス,"ice, ஐஸ் கிரீம், குளிர்களி, பனிக்கூழ், , ice cream, ice pop, ice lolly, popsicle, usurer, usury, loansharking, ice (stimulant drug)"
N4\N4_03,1239730,638575809434424687,"曲がる, まがる, 曲る","to bend, to curve, to warp, to wind, to twist, வளை, , to turn, to be awry, to be askew, to be crooked"
N4\N4_03,1582820,638575809434424706,"入口, いりぐち, 入り口, 這入口, いりくち, はいりぐち, はいりくち","entrance, entry, gate, approach, mouth, நுழைவாயில்"
N4\N4_03,1440660,638575809434424725,"展覧会, てんらんかい",exhibition
N4\N4_03,1486460,638575809434424743,"美術館, びじゅつかん","art museum, art gallery, ஓவியக் காட்சியகம்"
N4\N4_03,1199900,638575809434424765,"壊れる, こわれる, 毀れる","to be broken, to break, , to fall through, to come to nothing"
N4\N4_04,1313850,638575822972980070,"事故, じこ, ことゆえ","accident, incident, trouble, நேர்ச்சி, , circumstances, reasons"
N4\N4_04,1223660,638575822972980276,"起こす, おこす, 起す","to raise, to raise up, to set up, to pick up, எழுப்பு, , to wake, to wake up, to waken, to awaken, to cause, to bring about, to lead to, to trigger, to give rise to, to create, to generate (e.g. heat, electricity), to produce, to start, to begin, to launch, to establish, to found, to open, to plough, to plow, to till, to fall ill with, to transcribe, to write down (what is spoken), to turn over (a card)"
N4\N4_04,1198180,638575822972980359,"会う, あう, 逢う, 遭う, 遇う","to meet, to encounter, to see, சந்தி, , to have an accident, to have a bad experience"
N4\N4_04,1465720,638575822972980384,"入院, にゅういん","hospitalization, hospitalisation"
N4\N4_04,1411300,638575822972980455,"退院, たいいん","leaving hospital, discharge from hospital"
N4\N4_04,1001870,638575822972980501,"お見舞い, おみまい, お見舞, 御見舞い, 御見舞","calling on someone who is ill, enquiry, inquiry"
N4\N4_04,1313000,638575822972980522,"歯, は, 齒","tooth, பல்"
N4\N4_04,1313080,638575822972980541,"歯医者, はいしゃ","dentist, பல்நோய் மருத்துவர்"
N4\N4_04,2856318,638575822972980568,"治す, なおす","to cure, to heal"
N4\N4_04,1599390,638575822972980593,"直す, なおす","to repair, to mend, to fix, to correct (a mistake, bad habit, etc.), to put right, to restore, to straighten (e.g. a tie), to tidy up (one's hair, make-up, etc.), to revive (one's spirits), , to change, to alter, to convert, to translate, to put back, to put away, to cure, to heal, to move up, to promote, to do over again, to redo"
N4\N4_04,1602060,638575822972980614,"酷い, ひどい, 非道い","cruel, heartless, hard, harsh, severe, மோசம், , violent, intense, strong, heavy, extreme, very bad, terrible, awful, excessive, exorbitant, unreasonable, outrageous, unfair, unjust"
N4\N4_04,1497190,638575822972980633,"普通, ふつう","normal, ordinary, regular, usual, common, average, இயல்பு, , normally, ordinarily, usually, generally, commonly, local train, train that stops at every station"
N4\N4_04,1494860,638575822972980649,"不便, ふべん","inconvenience, inexpediency, unhandiness"
N4\N4_04,1451210,638575822972980670,"動く, うごく","to move, to stir, to shift, to shake, to swing, அசை, , to operate, to run, to go, to work, to make a move, to take action, to act, to go into action, to be touched, to be influenced, to change, to vary, to fluctuate, to waver, to be transferred"
N4\N4_04,1310670,638575822972980691,"止める, とめる, 留める, 停める","to stop, to turn off, நிறுத்தம், , to park, to prevent, to suppress (a cough), to hold back (tears), to hold (one's breath), to relieve (pain), to stop (someone from doing something), to dissuade, to forbid, to prohibit, to notice, to be aware of, to concentrate on, to pay attention to, to remember, to bear in mind, to fix (in place), to fasten, to tack, to pin, to nail, to button, to staple, to detain, to keep in custody"
N4\N4_04,1227500,638575822972980710,"休み, やすみ","rest, recess, respite, , vacation, holiday, absence, suspension, dormancy (of a silkworm prior to moulting)"
N4\N4_04,1244470,638575822972980731,"苦手, にがて","poor (at), weak (in), not very good (at), , not one's cup of tea, not one's favorite"
N4\N4_04,1119650,638575822972980800,ベッド,"bed, படுக்கை, கட்டில்"
N4\N4_04,1349380,638575822972980830,"床, ゆか, 牀","floor, , stage (for the narrator and the shamisen player), dining platform built across a river"
N4\N4_04,1006380,638575822972980849,"ずっと, ずーっと","continuously, the whole time, all the way, throughout, மிகவும், ரொம்ப, மிக, , much (more), (by) far, far and away, a lot, a great deal, far (away), long (ago, before, after), straight, directly"
N4\N4_04,2038440,638575822972980867,"ずっと前に, ずっとまえに",a long time ago
N4\N4_04,1055780,638575822972980886,サイズ,size
N4\N4_04,1593710,638575822972980907,"桜, さくら, 櫻, サクラ","cherry tree, cherry blossom, , fake buyer, paid audience, shill, seat filler, hired applauder, horse meat"
N4\N4_04,1008190,638575822972980928,"詰らない, つまらない, 詰まらない","dull, uninteresting, boring, tedious, , insignificant, unimportant, trifling, trivial, worthless, absurd, foolish, silly, stupid, useless, pointless, disappointing"
N4\N4_04,1348430,638575822972980950,"小説, しょうせつ","novel, story, (work of) fiction, புதினம்"
N4\N4_04,1519230,638575822972980968,"忘れ物, わすれもの","lost article, thing left behind, இழந்த கட்டுரை, , leaving something behind, forgetting something"
N4\N4_04,1095040,638575822972980984,ハイキング,"hiking, நடைப் பிரயாணம்"
N4\N4_04,1051970,638575822972981005,コンサート,"concert, தமிழ்"
N4\N4_04,2827768,638575822972981024,"奈良, なら","Nara (city, prefecture)"
N4\N4_04,1421290,638575822972981042,"地図, ちず","map, atlas, chart, plan, நிலப்படம், வரைபடம்"
N4\N4_04,1005180,638575822972981064,"先, さっき","a short while ago, a moment ago, just now, some time ago"
N4\N4_04,1218760,638575822972981082,"喜ぶ, よろこぶ, 悦ぶ, 歓ぶ, 慶ぶ, 欣ぶ","to be delighted, to be glad, to be pleased, , to congratulate, to gratefully accept"
N4\N4_04,1467710,638575822972981104,"熱, ねつ","heat, காய்ச்சல், , fever, temperature, zeal, passion, enthusiasm, mania, craze, rage, சூடு, ஜுரம், ஜ்வரம்"
N4\N4_04,1184160,638575822972981144,"下がる, さがる, 下る","to come down, to go down, to fall, to drop, to sink, to get lower, , to hang, to dangle, to move back, to step back, to withdraw, to retire, to deteriorate, to fall off, to be downgraded, to get closer to the present day, to go south"
N4\N4_04,1600280,638575822972981163,"喉, のど, 咽, 吭, のんど, のみと, のみど","throat, தொண்டை, , singing voice, gutter (inner margins of a book)"
N4\N4_04,1208520,638575822972981181,"渇く, かわく","to be thirsty, to feel thirsty, , to thirst for, to crave"
N4\N4_04,1586265,638575822972981200,"空く, すく","to become less crowded, to thin out, to get empty, , to be hungry"
N4\N4_04,1542790,638575822972981224,"夕方, ゆうがた, 夕がた","evening, dusk, மாலை"
N4\N4_04,1584910,638575822972981255,"夕飯, ゆうはん, ゆうめし","evening meal, dinner, supper"
N4\N4_04,1584660,638575822972981276,"明日, あした, あす, みょうにち","tomorrow, நாளை, , near future"
N4\N4_04,1241550,638575822972981295,"禁止, きんし","prohibition, inhibition, ban, தடை"
